item_id,good_sentence,bad_sentence,good_human_score,bad_human_score,trial_type,voice
285,The policeman subdued the rabble-rouser.,The rabble-rouser subdued the policeman.,6.409090909090909,4.304347826086956,AAN,active
286,The rabble-rouser was subdued by the policeman.,The policeman was subdued by the rabble-rouser.,6.541666666666667,3.6666666666666665,AAN,passive
287,The dad coddled the baby.,The baby coddled the dad.,6.65,2.272727272727273,AAN,active
288,The baby was coddled by the dad.,The dad was coddled by the baby.,6.857142857142857,1.9444444444444444,AAN,passive
289,The father pampered the infant.,The infant pampered the father.,6.88,1.9545454545454546,AAN,active
290,The infant was pampered by the father.,The father was pampered by the infant.,6.695652173913044,1.3043478260869565,AAN,passive
291,The king exiled the rebel.,The rebel exiled the king.,6.086956521739131,3.5925925925925926,AAN,active
292,The rebel was exiled by the king.,The king was exiled by the rebel.,5.857142857142857,3.6363636363636362,AAN,passive
293,The monarch banished the insurgent.,The insurgent banished the monarch.,6.125,4.25,AAN,active
294,The insurgent was banished by the monarch.,The monarch was banished by the insurgent.,6.045454545454546,4.666666666666667,AAN,passive
295,The thief robbed the manufacturer.,The manufacturer robbed the thief.,6.0,2.28,AAN,active
296,The manufacturer was robbed by the thief.,The thief was robbed by the manufacturer.,6.48,3.0,AAN,passive
297,The robber burgled the industrialist.,The industrialist burgled the robber.,5.52,2.9545454545454546,AAN,active
298,The industrialist was burgled by the robber.,The robber was burgled by the industrialist.,6.25,2.3333333333333335,AAN,passive
299,The pessimist discouraged the contestant.,The contestant discouraged the pessimist.,6.407407407407407,4.2727272727272725,AAN,active
300,The contestant was discouraged by the pessimist.,The pessimist was discouraged by the contestant.,6.636363636363637,5.0,AAN,passive
301,The cynic dissuaded the participant.,The participant dissuaded the cynic.,6.043478260869565,5.166666666666667,AAN,active
302,The participant was dissuaded by the cynic.,The cynic was dissuaded by the participant.,5.444444444444445,5.454545454545454,AAN,passive
303,The loudmouth tormented the loner.,The loner tormented the loudmouth.,6.5,4.7272727272727275,AAN,active
304,The loner was tormented by the loudmouth.,The loudmouth was tormented by the loner.,6.944444444444445,4.65,AAN,passive
305,The windbag taunted the recluse.,The recluse taunted the windbag.,3.772727272727273,3.1739130434782608,AAN,active
306,The recluse was taunted by the windbag.,The windbag was taunted by the recluse.,4.086956521739131,3.84,AAN,passive
307,The imitator fooled the investigator.,The investigator fooled the imitator.,6.0476190476190474,5.181818181818182,AAN,active
308,The investigator was fooled by the imitator.,The imitator was fooled by the investigator.,6.3478260869565215,5.2592592592592595,AAN,passive
309,The impersonator conned the inspector.,The inspector conned the impersonator.,6.0,4.458333333333333,AAN,active
310,The inspector was conned by the impersonator.,The impersonator was conned by the inspector.,6.541666666666667,4.56,AAN,passive
311,The boss fired the worker.,The worker fired the boss.,6.8,1.32,AAN,active
312,The worker was fired by the boss.,The boss was fired by the worker.,6.666666666666667,2.1363636363636362,AAN,passive
313,The pyromaniac unnerved the shopkeeper.,The shopkeeper unnerved the pyromaniac.,5.75,4.208333333333333,AAN,active
314,The shopkeeper was unnerved by the pyromaniac.,The pyromaniac was unnerved by the shopkeeper.,5.36,4.863636363636363,AAN,passive
315,The arsonist alarmed the vendor.,The vendor alarmed the arsonist.,5.1,4.84,AAN,active
316,The vendor was alarmed by the arsonist.,The arsonist was alarmed by the vendor.,5.863636363636363,5.095238095238095,AAN,passive
317,The professional supported the beginner.,The beginner supported the professional.,6.6923076923076925,5.041666666666667,AAN,active
318,The beginner was supported by the professional.,The professional was supported by the beginner.,6.409090909090909,4.708333333333333,AAN,passive
319,The master encouraged the rookie.,The rookie encouraged the master.,6.56,4.909090909090909,AAN,active
320,The rookie was encouraged by the master.,The master was encouraged by the rookie.,6.863636363636363,4.75,AAN,passive
321,The magician hypnotized the crowd.,The crowd hypnotized the magician.,5.75,2.3333333333333335,AAN,active
322,The crowd was hypnotized by the magician.,The magician was hypnotized by the crowd.,6.545454545454546,2.4782608695652173,AAN,passive
323,The businessman employed the expert.,The expert employed the businessman.,6.388888888888889,5.590909090909091,AAN,active
324,The expert was employed by the businessman.,The businessman was employed by the expert.,6.913043478260869,5.125,AAN,passive
325,The entrepreneur hired the specialist.,The specialist hired the entrepreneur.,6.818181818181818,5.7727272727272725,AAN,active
326,The specialist was hired by the entrepreneur.,The entrepreneur was hired by the specialist.,6.7,4.916666666666667,AAN,passive
327,The terrorist petrified the first lady.,The first lady petrified the terrorist.,6.086956521739131,3.9130434782608696,AAN,active
328,The first lady was petrified by the terrorist.,The terrorist was petrified by the first lady.,6.28,3.772727272727273,AAN,passive
329,The hijacker terrified the president's wife.,The president's wife terrified the hijacker.,6.090909090909091,3.45,AAN,active
330,The president's wife was terrified by the hijacker.,The hijacker was terrified by the president's wife.,6.04,3.409090909090909,AAN,passive
331,The judge praised the gold medalist.,The gold medalist praised the judge.,6.666666666666667,6.083333333333333,AAN,active
332,The gold medalist was praised by the judge.,The judge was praised by the gold medalist.,6.7727272727272725,5.625,AAN,passive
333,The panelist congratulated the winner.,The winner congratulated the panelist.,6.944444444444445,4.05,AAN,active
334,The winner was congratulated by the panelist.,The panelist was congratulated by the winner.,6.7727272727272725,3.8636363636363638,AAN,passive
335,The liar emulated the victor.,The victor emulated the liar.,5.2727272727272725,5.304347826086956,AAN,active
336,The victor was emulated by the liar.,The liar was emulated by the victor.,4.833333333333333,4.0,AAN,passive
337,The deceiver imitated the conqueror.,The conqueror imitated the deceiver.,5.3,4.04,AAN,active
338,The conqueror was imitated by the deceiver.,The deceiver was imitated by the conqueror.,5.045454545454546,4.363636363636363,AAN,passive
339,The environmentalist cautioned the tobacconist.,The tobacconist cautioned the environmentalist.,5.44,4.5,AAN,active
340,The tobacconist was cautioned by the environmentalist.,The environmentalist was cautioned by the tobacconist.,6.0,3.5416666666666665,AAN,passive
341,The alcoholic hassled the guest.,The guest hassled the alcoholic.,6.913043478260869,5.166666666666667,AAN,active
342,The guest was hassled by the alcoholic.,The alcoholic was hassled by the guest.,6.166666666666667,5.5,AAN,passive
343,The drunk bothered the visitor.,The visitor bothered the drunk.,6.521739130434782,5.888888888888889,AAN,active
344,The visitor was bothered by the drunk.,The drunk was bothered by the visitor.,6.333333333333333,5.090909090909091,AAN,passive
345,The sociologist accepted the offer.,The offer accepted the sociologist.,6.666666666666667,1.5416666666666667,AI,active
346,The offer was accepted by the sociologist.,The sociologist was accepted by the offer.,6.5,2.125,AI,passive
347,The boyfriend basted the turkey.,The turkey basted the boyfriend.,6.545454545454546,1.0869565217391304,AI,active
348,The turkey was basted by the boyfriend.,The boyfriend was basted by the turkey.,6.185185185185185,1.380952380952381,AI,passive
349,The caseworker posed the question.,The question posed the caseworker.,6.333333333333333,1.6818181818181819,AI,active
350,The question was posed by the caseworker.,The caseworker was posed by the question.,6.125,2.4814814814814814,AI,passive
351,The ditch digger bent the wire.,The wire bent the ditch digger.,5.48,1.875,AI,active
352,The wire was bent by the ditch digger.,The ditch digger was bent by the wire.,5.761904761904762,1.28,AI,passive
353,The uncle hung the ornament.,The ornament hung the uncle.,6.916666666666667,1.0454545454545454,AI,active
354,The ornament was hung by the uncle.,The uncle was hung by the ornament.,6.36,1.24,AI,passive
355,The attendant pressed the button.,The button pressed the attendant.,6.625,1.24,AI,active
356,The button was pressed by the attendant.,The attendant was pressed by the button.,6.863636363636363,1.3333333333333333,AI,passive
357,The bum stole the necklace.,The necklace stole the bum.,5.863636363636363,1.04,AI,active
358,The necklace was stolen by the bum.,The bum was stolen by the necklace.,6.12,1.0,AI,passive
359,The potter molded the clay.,The clay molded the potter.,6.888888888888889,1.2727272727272727,AI,active
360,The clay was molded by the potter.,The potter was molded by the clay.,7.0,1.375,AI,passive
361,The guarantor initialed the form.,The form initialed the guarantor.,6.333333333333333,1.7,AI,active
362,The form was initialed by the guarantor.,The guarantor was initialed by the form.,6.5,2.0454545454545454,AI,passive
363,The couch-potato forgot the umbrella.,The umbrella forgot the couch-potato.,5.086956521739131,1.08,AI,active
364,The umbrella was forgotten by the couch-potato.,The couch-potato was forgotten by the umbrella.,5.181818181818182,1.1304347826086956,AI,passive
365,The groupie attended the concert.,The concert attended the groupie.,6.76,1.2,AI,active
366,The concert was attended by the groupie.,The groupie was attended by the concert.,6.625,1.7272727272727273,AI,passive
367,The hacker memorized the password.,The password memorized the hacker.,6.791666666666667,1.2727272727272727,AI,active
368,The password was memorized by the hacker.,The hacker was memorized by the password.,6.695652173913044,2.4782608695652173,AI,passive
369,The marine packed the bag.,The bag packed the marine.,6.478260869565218,1.1851851851851851,AI,active
370,The bag was packed by the marine.,The marine was packed by the bag.,6.2272727272727275,1.0454545454545454,AI,passive
371,The seamstress ironed the shirt.,The shirt ironed the seamstress.,6.545454545454546,1.0,AI,active
372,The shirt was ironed by the seamstress.,The seamstress was ironed by the shirt.,6.55,1.24,AI,passive
373,The confectioner sprinkled the sugar.,The sugar sprinkled the confectioner.,6.714285714285714,1.0434782608695652,AI,active
374,The sugar was sprinkled by the confectioner.,The confectioner was sprinkled by the sugar.,6.375,1.6470588235294117,AI,passive
375,The voter sealed the envelope.,The envelope sealed the voter.,6.64,1.2916666666666667,AI,active
376,The envelope was sealed by the voter.,The voter was sealed by the envelope.,6.681818181818182,1.08,AI,passive
377,The fisherman emptied the trashcan.,The trashcan emptied the fisherman.,6.181818181818182,1.0869565217391304,AI,active
378,The trashcan was emptied by the fisherman.,The fisherman was emptied by the trashcan.,6.173913043478261,1.12,AI,passive
379,The cellist received the prize.,The prize received the cellist.,6.518518518518518,1.3333333333333333,AI,active
380,The prize was received by the cellist.,The cellist was received by the prize.,6.045454545454546,1.5217391304347827,AI,passive
381,The cheapskate rated the service.,The service rated the cheapskate.,5.925925925925926,2.6666666666666665,AI,active
382,The service was rated by the cheapskate.,The cheapskate was rated by the service.,5.954545454545454,4.375,AI,passive
383,The schoolgirl borrowed the key.,The key borrowed the schoolgirl.,6.7727272727272725,1.1363636363636365,AI,active
384,The key was borrowed by the schoolgirl.,The schoolgirl was borrowed by the key.,6.555555555555555,1.15,AI,passive
385,The bookworm recited the poem.,The poem recited the bookworm.,6.318181818181818,1.25,AI,active
386,The poem was recited by the bookworm.,The bookworm was recited by the poem.,6.208333333333333,1.4,AI,passive
387,The diver recharged the battery.,The battery recharged the diver.,6.136363636363637,1.1666666666666667,AI,active
388,The battery was recharged by the diver.,The diver was recharged by the battery.,6.05,1.3636363636363635,AI,passive
389,The poker player won the game.,The game won the poker player.,6.954545454545454,1.25,AI,active
390,The game was won by the poker player.,The poker player was won by the game.,6.851851851851852,1.5833333333333333,AI,passive
391,The copycat redecorated the apartment.,The apartment redecorated the copycat.,5.722222222222222,1.4,AI,active
392,The apartment was redecorated by the copycat.,The copycat was redecorated by the apartment.,4.818181818181818,1.6818181818181819,AI,passive
393,The winemaker uncorked the bottle.,The bottle uncorked the winemaker.,6.956521739130435,1.4166666666666667,AI,active
394,The bottle was uncorked by the winemaker.,The winemaker was uncorked by the bottle.,6.888888888888889,1.1818181818181819,AI,passive
395,The exterminator filed the complaint.,The complaint filed the exterminator.,6.458333333333333,1.3181818181818181,AI,active
396,The complaint was filed by the exterminator.,The exterminator was filed by the complaint.,6.08,1.44,AI,passive
397,The minuteman loaded the gun.,The gun loaded the minuteman.,6.375,1.25,AI,active
398,The gun was loaded by the minuteman.,The minuteman was loaded by the gun.,6.08,1.2272727272727273,AI,passive
399,The bookseller calculated the profit.,The profit calculated the bookseller.,6.863636363636363,1.0,AI,active
400,The profit was calculated by the bookseller.,The bookseller was calculated by the profit.,6.611111111111111,1.55,AI,passive
401,The count inherited the painting.,The painting inherited the count.,5.041666666666667,1.4814814814814814,AI,active
402,The painting was inherited by the count.,The count was inherited by the painting.,5.333333333333333,1.7727272727272727,AI,passive
403,The groundskeeper changed the light bulb.,The light bulb changed the groundskeeper.,6.863636363636363,1.0,AI,active
404,The light bulb was changed by the groundskeeper.,The groundskeeper was changed by the light bulb.,6.8,1.4090909090909092,AI,passive
405,The marcher sang the anthem.,The anthem sang the marcher.,6.291666666666667,1.2777777777777777,AI,active
406,The anthem was sung by the marcher.,The marcher was sung by the anthem.,5.636363636363637,1.0,AI,passive
407,The deckhand unlocked the door.,The door unlocked the deckhand.,5.954545454545454,1.1363636363636365,AI,active
408,The door was unlocked by the deckhand.,The deckhand was unlocked by the door.,6.695652173913044,1.2592592592592593,AI,passive
409,The supremacist established the fund.,The fund established the supremacist.,5.695652173913044,2.56,AI,active
410,The fund was established by the supremacist.,The supremacist was established by the fund.,6.454545454545454,2.8260869565217392,AI,passive
411,The house sitter watered the plant.,The plant watered the house sitter.,6.363636363636363,1.0,AI,active
412,The plant was watered by the house sitter.,The house sitter was watered by the plant.,6.76,1.25,AI,passive
413,The interviewee wrinkled the suit.,The suit wrinkled the interviewee.,5.666666666666667,1.3333333333333333,AI,active
414,The suit was wrinkled by the interviewee.,The interviewee was wrinkled by the suit.,5.590909090909091,2.3333333333333335,AI,passive
415,The cryptographer sent the letter.,The letter sent the cryptographer.,6.454545454545454,1.7,AI,active
416,The letter was sent by the cryptographer.,The cryptographer was sent by the letter.,6.12,1.6363636363636365,AI,passive
417,The bellboy erased the message.,The message erased the bellboy.,5.666666666666667,1.6818181818181819,AI,active
418,The message was erased by the bellboy.,The bellboy was erased by the message.,6.0,1.1481481481481481,AI,passive
419,The forger shipped the package.,The package shipped the forger.,6.166666666666667,1.4210526315789473,AI,active
420,The package was shipped by the forger.,The forger was shipped by the package.,6.090909090909091,1.3636363636363635,AI,passive
421,The crackhead smoked the pipe.,The pipe smoked the crackhead.,6.44,1.0909090909090908,AI,active
422,The pipe was smoked by the crackhead.,The crackhead was smoked by the pipe.,6.583333333333333,1.125,AI,passive
423,The manicurist rescheduled the appointment.,The appointment rescheduled the manicurist.,6.5,1.7727272727272727,AI,active
424,The appointment was rescheduled by the manicurist.,The manicurist was rescheduled by the appointment.,6.7407407407407405,1.8571428571428572,AI,passive
425,The charlatan burned the contract.,The contract burned the charlatan.,6.0,1.4090909090909092,AI,active
426,The contract was burnt by the charlatan.,The charlatan was burnt by the contract.,5.956521739130435,2.869565217391304,AI,passive
427,The tanner placed the order.,The order placed the tanner.,5.88,1.8095238095238095,AI,active
428,The order was placed by the tanner.,The tanner was placed by the order.,5.954545454545454,1.75,AI,passive
429,The archaeologist canceled the trip.,The trip canceled the archaeologist.,6.777777777777778,1.4090909090909092,AI,active
430,The trip was canceled by the archaeologist.,The archaeologist was canceled by the trip.,6.478260869565218,1.0833333333333333,AI,passive
431,The Frenchman sliced the baguette.,The baguette sliced the Frenchman.,6.52,1.44,AI,active
432,The baguette was sliced by the Frenchman.,The Frenchman was sliced by the baguette.,6.958333333333333,1.3636363636363635,AI,passive
433,The producer cast the actress.,The actress cast the producer.,6.695652173913044,2.12,AAN,active
434,The actress was cast by the producer.,The producer was cast by the actress.,6.818181818181818,1.7391304347826086,AAN,passive
435,The exorcist vanquished the spirit.,The spirit vanquished the exorcist.,6.0,2.5833333333333335,AAN,active
436,The spirit was vanquished by the exorcist.,The exorcist was vanquished by the spirit.,4.375,2.72,AAN,passive
437,The barber shaved the old man.,The old man shaved the barber.,6.571428571428571,3.909090909090909,AAN,active
438,The old man was shaved by the barber.,The barber was shaved by the old man.,6.944444444444445,3.35,AAN,passive
439,The paparazzi stalked the pop star.,The pop star stalked the paparazzi.,6.75,2.3043478260869565,AAN,active
440,The pop star was stalked by the paparazzi.,The paparazzi was stalked by the pop star.,6.76,3.0,AAN,passive
441,The brunette tipped the busboy.,The busboy tipped the brunette.,6.666666666666667,3.7083333333333335,AAN,active
442,The busboy was tipped by the brunette.,The brunette was tipped by the busboy.,6.136363636363637,2.72,AAN,passive
443,The roommate adopted the newborn.,The newborn adopted the roommate.,6.045454545454546,1.1666666666666667,AAN,active
444,The newborn was adopted by the roommate.,The roommate was adopted by the newborn.,5.185185185185185,1.7083333333333333,AAN,passive
445,The cartoonist sketched the unicyclist.,The unicyclist sketched the cartoonist.,6.75,3.5,AAN,active
446,The unicyclist was sketched by the cartoonist.,The cartoonist was sketched by the unicyclist.,6.0,3.0,AAN,passive
447,The streetwalker undercharged the seaman.,The seaman undercharged the streetwalker.,4.72,4.045454545454546,AAN,active
448,The seaman was undercharged by the streetwalker.,The streetwalker was undercharged by the seaman.,3.9565217391304346,3.608695652173913,AAN,passive
449,The urologist treated the widower.,The widower treated the urologist.,5.954545454545454,2.56,AAN,active
450,The widower was treated by the urologist.,The urologist was treated by the widower.,6.16,2.7916666666666665,AAN,passive
451,The jury acquitted the economist.,The economist acquitted the jury.,5.947368421052632,2.0454545454545454,AAN,active
452,The economist was acquitted by the jury.,The jury was acquitted by the economist.,6.304347826086956,2.16,AAN,passive
453,The freshman dodged the bully.,The bully dodged the freshman.,6.04,4.12,AAN,active
454,The bully was dodged by the freshman.,The freshman was dodged by the bully.,6.130434782608695,3.8181818181818183,AAN,passive
455,The nun reproached the hedonist.,The hedonist reproached the nun.,5.583333333333333,4.2592592592592595,AAN,active
456,The hedonist was reproached by the nun.,The nun was reproached by the hedonist.,6.041666666666667,5.2272727272727275,AAN,passive
457,The librarian admonished the plagiarist.,The plagiarist admonished the librarian.,5.818181818181818,4.0,AAN,active
458,The plagiarist was admonished by the librarian.,The librarian was admonished by the plagiarist.,5.95,4.0,AAN,passive
459,The colonel supervised the cadet.,The cadet supervised the colonel.,6.541666666666667,2.52,AAN,active
460,The cadet was supervised by the colonel.,The colonel was supervised by the cadet.,6.681818181818182,2.875,AAN,passive
461,The abolitionist hid the slave.,The slave hid the abolitionist.,6.409090909090909,3.3,AAN,active
462,The slave was hidden by the abolitionist.,The abolitionist was hidden by the slave.,6.32,3.772727272727273,AAN,passive
463,The personal trainer weighed the Olympian.,The Olympian weighed the personal trainer.,6.56,4.318181818181818,AAN,active
464,The Olympian was weighed by the personal trainer.,The personal trainer was weighed by the Olympian.,6.791666666666667,3.3333333333333335,AAN,passive
465,The zookeeper fed the giraffe.,The giraffe fed the zookeeper.,6.84,1.2083333333333333,AAN,active
466,The giraffe was fed by the zookeeper.,The zookeeper was fed by the giraffe.,6.7727272727272725,1.4,AAN,passive
467,The masseuse relaxed the linebacker.,The linebacker relaxed the masseuse.,6.583333333333333,2.5,AAN,active
468,The linebacker was relaxed by the masseuse.,The masseuse was relaxed by the linebacker.,6.045454545454546,3.0434782608695654,AAN,passive
469,The page obeyed the noble.,The noble obeyed the page.,4.37037037037037,3.090909090909091,AAN,active
470,The noble was obeyed by the page.,The page was obeyed by the noble.,4.454545454545454,3.652173913043478,AAN,passive
471,The lion chased the tour-guide.,The tour-guide chased the lion.,6.391304347826087,3.130434782608696,AAN,active
472,The tour-guide was chased by the lion.,The lion was chased by the tour-guide.,5.88,3.1818181818181817,AAN,passive
473,The caretaker quieted the orphan.,The orphan quieted the caretaker.,6.541666666666667,4.2272727272727275,AAN,active
474,The orphan was quieted by the caretaker.,The caretaker was quieted by the orphan.,6.64,3.52,AAN,passive
475,The tennis player thanked the chiropractor.,The chiropractor thanked the tennis player.,6.6521739130434785,5.24,AAN,active
476,The chiropractor was thanked by the tennis player.,The tennis player was thanked by the chiropractor.,6.681818181818182,4.260869565217392,AAN,passive
477,The experimenter recruited the subject.,The subject recruited the experimenter.,6.136363636363637,2.2222222222222223,AAN,active
478,The subject was recruited by the experimenter.,The experimenter was recruited by the subject.,6.35,2.590909090909091,AAN,passive
479,The mother disciplined the toddler.,The toddler disciplined the mother.,6.703703703703703,1.5833333333333333,AAN,active
480,The toddler was disciplined by the mother.,The mother was disciplined by the toddler.,6.409090909090909,2.125,AAN,passive
481,The assistant principal expelled the sociopath.,The sociopath expelled the assistant principal.,5.761904761904762,2.1818181818181817,AAN,active
482,The sociopath was expelled by the assistant principal.,The assistant principal was expelled by the sociopath.,6.3478260869565215,2.5555555555555554,AAN,passive
483,The channeler sensed the ghost.,The ghost sensed the channeler.,5.909090909090909,3.625,AAN,active
484,The ghost was sensed by the channeler.,The channeler was sensed by the ghost.,4.5,2.72,AAN,passive
485,The union ousted the whistle-blower.,The whistle-blower ousted the union.,5.7727272727272725,5.217391304347826,AAN,active
486,The whistle-blower was ousted by the union.,The union was ousted by the whistle-blower.,6.555555555555555,5.428571428571429,AAN,passive
487,The huntsman trapped the deer.,The deer trapped the huntsman.,6.84,2.590909090909091,AAN,active
488,The deer was trapped by the huntsman.,The huntsman was trapped by the deer.,6.739130434782608,2.260869565217391,AAN,passive
489,The cardiologist discredited the quack.,The quack discredited the cardiologist.,5.782608695652174,3.7777777777777777,AAN,active
490,The quack was discredited by the cardiologist.,The cardiologist was discredited by the quack.,5.619047619047619,2.6363636363636362,AAN,passive
491,The bailiff released the ruffian.,The ruffian released the bailiff.,5.916666666666667,2.5416666666666665,AAN,active
492,The ruffian was released by the bailiff.,The bailiff was released by the ruffian.,5.8,2.8636363636363638,AAN,passive
493,The shark mauled the snorkeler.,The snorkeler mauled the shark.,6.2592592592592595,2.8636363636363638,AAN,active
494,The snorkeler was mauled by the shark.,The shark was mauled by the snorkeler.,6.636363636363637,1.6363636363636365,AAN,passive
495,The president pardoned the traitor.,The traitor pardoned the president.,6.318181818181818,1.5217391304347827,AAN,active
496,The traitor was pardoned by the president.,The president was pardoned by the traitor.,5.913043478260869,1.36,AAN,passive
497,The au pair spanked the girl.,The girl spanked the au pair.,5.2727272727272725,2.64,AAN,active
498,The girl was spanked by the au pair.,The au pair was spanked by the girl.,5.48,3.2083333333333335,AAN,passive
499,The TV station head promoted the newsagent.,The newsagent promoted the TV station head.,6.291666666666667,4.875,AAN,active
500,The newsagent was promoted by the TV station head.,The TV station head was promoted by the newsagent.,6.714285714285714,3.625,AAN,passive
501,The policewoman handcuffed the offender.,The offender handcuffed the policewoman.,6.92,2.64,AAN,active
502,The offender was handcuffed by the policewoman.,The policewoman was handcuffed by the offender.,6.958333333333333,2.1818181818181817,AAN,passive
503,The anthropologist studied the tribesman.,The tribesman studied the anthropologist.,6.173913043478261,4.478260869565218,AAN,active
504,The tribesman was studied by the anthropologist.,The anthropologist was studied by the tribesman.,5.92,4.181818181818182,AAN,passive
505,The police chief rewarded the firefighter.,The firefighter rewarded the police chief.,5.315789473684211,4.6,AAN,active
506,The firefighter was rewarded by the police chief.,The police chief was rewarded by the firefighter.,6.045454545454546,5.090909090909091,AAN,passive
507,The miscreant kidnapped the beneficiary.,The beneficiary kidnapped the miscreant.,5.5,3.6363636363636362,AAN,active
508,The beneficiary was kidnapped by the miscreant.,The miscreant was kidnapped by the beneficiary.,5.25,3.3703703703703702,AAN,passive
509,The social worker comforted the abused woman.,The abused woman comforted the social worker.,6.68,3.4166666666666665,AAN,active
510,The abused woman was comforted by the social worker.,The social worker was comforted by the abused woman.,6.681818181818182,3.32,AAN,passive
511,The neuroscientist overwhelmed the lab assistant.,The lab assistant overwhelmed the neuroscientist.,5.833333333333333,5.636363636363637,AAN,active
512,The lab assistant was overwhelmed by the neuroscientist.,The neuroscientist was overwhelmed by the lab assistant.,6.782608695652174,5.375,AAN,passive
513,The warmonger terrorized the gunsmith.,The gunsmith terrorized the warmonger.,5.12,4.409090909090909,AAN,active
514,The gunsmith was terrorized by the warmonger.,The warmonger was terrorized by the gunsmith.,4.7727272727272725,4.7,AAN,passive
